day,hour,PULocationID,DOLocationID,trip_duration
Tuesday,12,259,32,656.0
Tuesday,13,259,32,598.0
Tuesday,13,259,32,570.0
Tuesday,13,259,32,1009.0
Tuesday,13,259,32,829.0
Tuesday,14,259,32,985.0
Tuesday,16,259,32,786.0
Tuesday,18,259,32,1205.0
Tuesday,19,259,32,833.0
Tuesday,19,259,32,713.0
Tuesday,20,259,32,776.0
Tuesday,21,259,32,655.0
Tuesday,22,259,32,773.0
Tuesday,22,259,32,761.0
Tuesday,23,259,32,790.0
Tuesday,23,259,32,578.0
Wednesday,5,259,32,596.0
Wednesday,7,259,32,812.0
Wednesday,7,259,32,1224.0
Wednesday,7,259,32,884.0
Wednesday,8,259,32,806.0
Wednesday,9,259,32,823.0
Wednesday,9,259,32,775.0
Wednesday,11,259,32,974.0
Wednesday,12,259,32,770.0
Wednesday,13,259,32,947.0
Wednesday,14,259,32,979.0
Wednesday,14,259,32,991.0
Wednesday,14,259,32,1394.0
Wednesday,14,259,32,689.0
Wednesday,15,259,32,894.0
Wednesday,17,259,32,989.0
Wednesday,18,259,32,912.0
Wednesday,18,259,32,1031.0
Wednesday,18,259,32,628.0
Wednesday,18,259,32,743.0
Wednesday,20,259,32,804.0
Wednesday,20,259,32,819.0
Wednesday,21,259,32,584.0
Wednesday,22,259,32,732.0
Wednesday,22,259,32,1026.0
Wednesday,22,259,32,794.0
Wednesday,23,259,32,759.0
Thursday,0,259,32,479.0
Thursday,0,259,32,530.0
Thursday,6,259,32,719.0
Thursday,6,259,32,549.0
Thursday,7,259,32,798.0
Thursday,7,259,32,932.0
Thursday,8,259,32,821.0
Thursday,9,259,32,885.0
Thursday,9,259,32,1143.0
Thursday,10,259,32,765.0
Thursday,11,259,32,760.0
Thursday,11,259,32,539.0
Thursday,11,259,32,1036.0
Thursday,13,259,32,975.0
Thursday,13,259,32,1076.0
Thursday,13,259,32,658.0
Thursday,14,259,32,698.0
Thursday,14,259,32,496.0
Thursday,15,259,32,859.0
Thursday,17,259,32,1176.0
Thursday,17,259,32,619.0
Thursday,19,259,32,667.0
Thursday,19,259,32,890.0
Thursday,20,259,32,595.0
Thursday,20,259,32,501.0
Thursday,21,259,32,591.0
Thursday,22,259,32,551.0
Thursday,23,259,32,582.0
Thursday,23,259,32,554.0
Thursday,23,259,32,620.0
Thursday,23,259,32,614.0
Friday,0,259,32,791.0
Friday,1,259,32,937.0
Friday,3,259,32,527.0
Friday,5,259,32,641.0
Friday,6,259,32,722.0
Friday,7,259,32,715.0
Friday,7,259,32,1300.0
Friday,8,259,32,897.0
Friday,9,259,32,713.0
Friday,9,259,32,764.0
Friday,11,259,32,545.0
Friday,13,259,32,874.0
Friday,13,259,32,723.0
Friday,15,259,32,706.0
Friday,15,259,32,1192.0
Friday,15,259,32,835.0
Friday,16,259,32,695.0
Friday,16,259,32,847.0
Friday,16,259,32,898.0
Friday,16,259,32,1056.0
Friday,17,259,32,890.0
Friday,17,259,32,1210.0
Friday,17,259,32,1516.0
Friday,17,259,32,1162.0
Friday,18,259,32,907.0
Friday,18,259,32,886.0
Friday,18,259,32,2140.0
Friday,19,259,32,836.0
Friday,19,259,32,694.0
Friday,19,259,32,1137.0
Friday,20,259,32,669.0
Friday,20,259,32,1024.0
Friday,21,259,32,652.0
Friday,21,259,32,614.0
Friday,21,259,32,746.0
Friday,22,259,32,1117.0
Friday,23,259,32,555.0
Friday,23,259,32,838.0
Saturday,0,259,32,657.0
Saturday,0,259,32,644.0
Saturday,1,259,32,688.0
Saturday,1,259,32,763.0
Saturday,2,259,32,751.0
Saturday,3,259,32,792.0
Saturday,6,259,32,677.0
Saturday,6,259,32,490.0
Saturday,7,259,32,756.0
Saturday,8,259,32,545.0
Saturday,9,259,32,693.0
Saturday,9,259,32,833.0
Saturday,9,259,32,745.0
Saturday,11,259,32,753.0
Saturday,12,259,32,859.0
Saturday,12,259,32,1282.0
Saturday,12,259,32,664.0
Saturday,13,259,32,1209.0
Saturday,13,259,32,1148.0
Saturday,13,259,32,738.0
Saturday,14,259,32,1021.0
Saturday,15,259,32,588.0
Saturday,15,259,32,759.0
Saturday,16,259,32,786.0
Saturday,16,259,32,732.0
Saturday,16,259,32,925.0
Saturday,18,259,32,794.0
Saturday,18,259,32,898.0
Saturday,18,259,32,1053.0
Saturday,18,259,32,874.0
Saturday,19,259,32,903.0
Saturday,19,259,32,903.0
Saturday,21,259,32,1177.0
Saturday,21,259,32,843.0
Saturday,21,259,32,772.0
Saturday,21,259,32,885.0
Saturday,21,259,32,738.0
Saturday,22,259,32,660.0
Saturday,22,259,32,832.0
Saturday,23,259,32,965.0
Saturday,23,259,32,631.0
Saturday,23,259,32,671.0
Sunday,0,259,32,666.0
Sunday,0,259,32,749.0
Sunday,1,259,32,610.0
Sunday,2,259,32,770.0
Sunday,6,259,32,608.0
Sunday,8,259,32,761.0
Sunday,9,259,32,543.0
Sunday,9,259,32,557.0
Sunday,10,259,32,510.0
Sunday,10,259,32,607.0
Sunday,11,259,32,780.0
Sunday,11,259,32,542.0
Sunday,14,259,32,698.0
Sunday,14,259,32,575.0
Sunday,15,259,32,836.0
Sunday,15,259,32,510.0
Sunday,15,259,32,1007.0
Sunday,15,259,32,791.0
Sunday,16,259,32,1127.0
Sunday,16,259,32,1269.0
Sunday,18,259,32,798.0
Sunday,19,259,32,814.0
Sunday,20,259,32,864.0
Sunday,21,259,32,610.0
Sunday,22,259,32,1126.0
Monday,0,259,32,862.0
Monday,6,259,32,605.0
Monday,6,259,32,604.0
Monday,6,259,32,1017.0
Monday,8,259,32,1257.0
Monday,11,259,32,800.0
Monday,11,259,32,1346.0
Monday,11,259,32,881.0
Monday,11,259,32,1054.0
Monday,12,259,32,743.0
Monday,12,259,32,608.0
Monday,12,259,32,700.0
Monday,12,259,32,1335.0
Monday,12,259,32,1204.0
Monday,13,259,32,841.0
Monday,13,259,32,885.0
Monday,13,259,32,707.0
Monday,13,259,32,679.0
Monday,14,259,32,656.0
Monday,14,259,32,983.0
Monday,14,259,32,694.0
Monday,14,259,32,723.0
Monday,14,259,32,587.0
Monday,15,259,32,752.0
Monday,16,259,32,888.0
Monday,16,259,32,783.0
Monday,16,259,32,800.0
Monday,18,259,32,885.0
Monday,18,259,32,1146.0
Monday,18,259,32,714.0
Monday,18,259,32,649.0
Monday,19,259,32,626.0
Monday,19,259,32,479.0
Monday,19,259,32,835.0
Monday,19,259,32,705.0
Monday,21,259,32,603.0
Monday,22,259,32,544.0
Monday,22,259,32,524.0
Monday,22,259,32,684.0
Monday,23,259,32,621.0
Tuesday,0,259,32,569.0
Tuesday,8,259,32,1352.0
Tuesday,8,259,32,1042.0
Tuesday,9,259,32,985.0
Tuesday,10,259,32,729.0
Tuesday,11,259,32,1195.0
Tuesday,11,259,32,846.0
Tuesday,12,259,32,859.0
Tuesday,13,259,32,1030.0
Tuesday,13,259,32,781.0
Tuesday,13,259,32,796.0
Tuesday,14,259,32,1451.0
Tuesday,16,259,32,1047.0
Tuesday,16,259,32,1176.0
Tuesday,16,259,32,792.0
Tuesday,17,259,32,995.0
Tuesday,18,259,32,736.0
Tuesday,21,259,32,715.0
Tuesday,21,259,32,747.0
Tuesday,21,259,32,878.0
Tuesday,22,259,32,635.0
Tuesday,23,259,32,1006.0
Wednesday,0,259,32,565.0
Wednesday,0,259,32,642.0
Wednesday,0,259,32,612.0
Wednesday,4,259,32,1123.0
Wednesday,6,259,32,716.0
Wednesday,7,259,32,1288.0
Wednesday,7,259,32,1321.0
Wednesday,8,259,32,704.0
Wednesday,9,259,32,979.0
Wednesday,9,259,32,914.0
Wednesday,10,259,32,778.0
Wednesday,11,259,32,957.0
Wednesday,12,259,32,1047.0
Wednesday,13,259,32,959.0
Wednesday,13,259,32,1059.0
Wednesday,13,259,32,743.0
Wednesday,13,259,32,580.0
Wednesday,13,259,32,935.0
Wednesday,14,259,32,1269.0
Wednesday,14,259,32,840.0
Wednesday,14,259,32,1225.0
Wednesday,15,259,32,726.0
Wednesday,18,259,32,840.0
Wednesday,19,259,32,931.0
Wednesday,19,259,32,1181.0
Wednesday,20,259,32,605.0
Wednesday,22,259,32,481.0
Wednesday,23,259,32,763.0
Wednesday,23,259,32,484.0
Thursday,1,259,32,553.0
Thursday,2,259,32,778.0
Thursday,2,259,32,558.0
Thursday,2,259,32,729.0
Thursday,4,259,32,759.0
Thursday,7,259,32,883.0
Thursday,8,259,32,1026.0
Thursday,8,259,32,742.0
Thursday,9,259,32,578.0
Thursday,11,259,32,1108.0
Thursday,11,259,32,523.0
Thursday,11,259,32,1095.0
Thursday,12,259,32,773.0
Thursday,12,259,32,1857.0
Thursday,12,259,32,1029.0
Thursday,12,259,32,1497.0
Thursday,13,259,32,947.0
Thursday,13,259,32,860.0
Thursday,16,259,32,903.0
Thursday,16,259,32,866.0
Thursday,17,259,32,700.0
Thursday,17,259,32,1038.0
Thursday,17,259,32,1553.0
Thursday,18,259,32,1068.0
Thursday,18,259,32,933.0
Thursday,18,259,32,719.0
Thursday,18,259,32,795.0
Thursday,18,259,32,1091.0
Thursday,19,259,32,527.0
Thursday,21,259,32,635.0
Thursday,21,259,32,1251.0
Thursday,22,259,32,796.0
Thursday,22,259,32,738.0
Thursday,22,259,32,729.0
Thursday,23,259,32,451.0
Thursday,23,259,32,611.0
Friday,0,259,32,739.0
Friday,0,259,32,833.0
Friday,3,259,32,554.0
Friday,4,259,32,668.0
Friday,4,259,32,594.0
Friday,5,259,32,817.0
Friday,7,259,32,1027.0
Friday,9,259,32,719.0
Friday,9,259,32,718.0
Friday,10,259,32,500.0
Friday,12,259,32,750.0
Friday,12,259,32,1128.0
Friday,14,259,32,936.0
Friday,14,259,32,1131.0
Friday,15,259,32,1069.0
Friday,15,259,32,813.0
Friday,16,259,32,784.0
Friday,16,259,32,1050.0
Friday,19,259,32,874.0
Friday,20,259,32,858.0
Friday,22,259,32,787.0
Friday,23,259,32,678.0
Saturday,0,259,32,856.0
Saturday,0,259,32,594.0
Saturday,1,259,32,702.0
Saturday,1,259,32,730.0
Saturday,2,259,32,1254.0
Saturday,2,259,32,927.0
Saturday,2,259,32,563.0
Saturday,3,259,32,462.0
Saturday,4,259,32,731.0
Saturday,5,259,32,646.0
Saturday,7,259,32,632.0
Saturday,8,259,32,669.0
Saturday,9,259,32,631.0
Saturday,9,259,32,857.0
Saturday,10,259,32,1128.0
Saturday,10,259,32,853.0
Saturday,11,259,32,683.0
Saturday,11,259,32,915.0
Saturday,12,259,32,795.0
Saturday,12,259,32,647.0
Saturday,12,259,32,726.0
Saturday,12,259,32,838.0
Saturday,13,259,32,695.0
Saturday,14,259,32,969.0
Saturday,14,259,32,1392.0
Saturday,14,259,32,776.0
Saturday,15,259,32,1174.0
Saturday,15,259,32,651.0
Saturday,15,259,32,704.0
Saturday,16,259,32,742.0
Saturday,17,259,32,766.0
Saturday,17,259,32,544.0
Saturday,17,259,32,1201.0
Saturday,18,259,32,716.0
Saturday,21,259,32,676.0
Saturday,21,259,32,361.0
Saturday,22,259,32,678.0
Saturday,22,259,32,532.0
Saturday,22,259,32,610.0
Saturday,23,259,32,580.0
Saturday,23,259,32,569.0
Sunday,0,259,32,556.0
Sunday,0,259,32,910.0
Sunday,0,259,32,842.0
Sunday,1,259,32,962.0
Sunday,1,259,32,953.0
Sunday,2,259,32,616.0
Sunday,2,259,32,726.0
Sunday,2,259,32,981.0
Sunday,3,259,32,604.0
Sunday,5,259,32,684.0
Sunday,8,259,32,624.0
Sunday,9,259,32,672.0
Sunday,9,259,32,681.0
Sunday,11,259,32,689.0
Sunday,12,259,32,854.0
Sunday,13,259,32,981.0
Sunday,15,259,32,646.0
Sunday,15,259,32,681.0
Sunday,15,259,32,579.0
Sunday,17,259,32,1013.0
Sunday,17,259,32,552.0
Sunday,18,259,32,621.0
Sunday,18,259,32,856.0
Sunday,19,259,32,656.0
Sunday,20,259,32,790.0
Sunday,20,259,32,492.0
Sunday,20,259,32,854.0
Sunday,21,259,32,702.0
Sunday,21,259,32,1208.0
Sunday,21,259,32,1664.0
Sunday,21,259,32,825.0
Sunday,23,259,32,1593.0
Monday,0,259,32,605.0
Monday,2,259,32,618.0
Monday,4,259,32,557.0
Monday,6,259,32,524.0
Monday,6,259,32,714.0
Monday,8,259,32,637.0
Monday,8,259,32,796.0
Monday,9,259,32,810.0
Monday,10,259,32,686.0
Monday,11,259,32,581.0
Monday,14,259,32,962.0
Monday,14,259,32,990.0
Monday,15,259,32,948.0
Monday,16,259,32,1294.0
Monday,17,259,32,1000.0
Monday,18,259,32,665.0
Monday,18,259,32,1615.0
Monday,18,259,32,1140.0
Monday,19,259,32,611.0
Monday,19,259,32,802.0
Monday,20,259,32,863.0
Monday,20,259,32,764.0
Monday,21,259,32,722.0
Monday,21,259,32,588.0
Monday,21,259,32,967.0
Monday,21,259,32,719.0
Monday,22,259,32,633.0
Monday,22,259,32,751.0
Monday,23,259,32,965.0
Tuesday,0,259,32,625.0
Tuesday,2,259,32,795.0
Tuesday,4,259,32,551.0
Tuesday,6,259,32,584.0
Tuesday,8,259,32,638.0
Tuesday,9,259,32,592.0
Tuesday,9,259,32,886.0
Tuesday,9,259,32,789.0
Tuesday,10,259,32,800.0
Tuesday,10,259,32,1234.0
Tuesday,10,259,32,1717.0
Tuesday,13,259,32,977.0
Tuesday,13,259,32,938.0
Tuesday,14,259,32,547.0
Tuesday,14,259,32,977.0
Tuesday,15,259,32,1025.0
Tuesday,16,259,32,1216.0
Tuesday,17,259,32,716.0
Tuesday,17,259,32,771.0
Tuesday,17,259,32,1252.0
Tuesday,17,259,32,915.0
Tuesday,19,259,32,999.0
Tuesday,19,259,32,1276.0
Tuesday,21,259,32,545.0
Tuesday,21,259,32,555.0
Tuesday,22,259,32,560.0
Wednesday,0,259,32,704.0
Wednesday,1,259,32,606.0
Wednesday,1,259,32,841.0
Wednesday,3,259,32,898.0
Wednesday,4,259,32,556.0
Wednesday,7,259,32,830.0
Wednesday,9,259,32,1279.0
Wednesday,10,259,32,656.0
Wednesday,10,259,32,584.0
Wednesday,10,259,32,671.0
Wednesday,11,259,32,810.0
Wednesday,14,259,32,792.0
Wednesday,14,259,32,1040.0
Wednesday,16,259,32,671.0
Wednesday,16,259,32,882.0
Wednesday,17,259,32,941.0
Wednesday,17,259,32,825.0
Wednesday,19,259,32,708.0
Wednesday,19,259,32,747.0
Wednesday,20,259,32,1262.0
Wednesday,20,259,32,658.0
Wednesday,20,259,32,726.0
Wednesday,20,259,32,730.0
Wednesday,20,259,32,692.0
Wednesday,21,259,32,781.0
Wednesday,22,259,32,1074.0
Wednesday,23,259,32,650.0
Wednesday,23,259,32,1564.0
Wednesday,23,259,32,1029.0
Thursday,0,259,32,765.0
Thursday,2,259,32,641.0
Thursday,7,259,32,617.0
Thursday,8,259,32,866.0
Thursday,9,259,32,952.0
Thursday,9,259,32,820.0
Thursday,10,259,32,899.0
Thursday,10,259,32,633.0
Thursday,12,259,32,1073.0
Thursday,13,259,32,577.0
Thursday,15,259,32,865.0
Thursday,17,259,32,1039.0
Thursday,18,259,32,855.0
Thursday,18,259,32,911.0
Thursday,19,259,32,861.0
Thursday,19,259,32,698.0
Thursday,19,259,32,835.0
Thursday,20,259,32,819.0
Thursday,20,259,32,683.0
Thursday,20,259,32,758.0
Thursday,20,259,32,558.0
Thursday,21,259,32,717.0
Thursday,21,259,32,733.0
Thursday,22,259,32,858.0
Thursday,23,259,32,862.0
Friday,2,259,32,438.0
Friday,3,259,32,638.0
Friday,6,259,32,853.0
Friday,6,259,32,658.0
Friday,7,259,32,1391.0
Friday,8,259,32,648.0
Friday,8,259,32,658.0
Friday,8,259,32,939.0
Friday,12,259,32,773.0
Friday,13,259,32,914.0
Friday,14,259,32,763.0
Friday,15,259,32,788.0
Friday,16,259,32,804.0
Friday,17,259,32,609.0
Friday,17,259,32,751.0
Friday,18,259,32,741.0
Friday,18,259,32,772.0
Friday,19,259,32,752.0
Friday,19,259,32,1043.0
Friday,19,259,32,1471.0
Friday,19,259,32,613.0
Friday,20,259,32,650.0
Friday,21,259,32,878.0
Friday,23,259,32,635.0
Friday,23,259,32,818.0
Friday,23,259,32,983.0
Saturday,0,259,32,682.0
Saturday,1,259,32,573.0
Saturday,2,259,32,743.0
Saturday,3,259,32,532.0
Saturday,6,259,32,437.0
Saturday,7,259,32,329.0
Saturday,7,259,32,1047.0
Saturday,8,259,32,1200.0
Saturday,8,259,32,466.0
Saturday,9,259,32,1614.0
Saturday,10,259,32,749.0
Saturday,11,259,32,1531.0
Saturday,12,259,32,775.0
Saturday,12,259,32,719.0
Saturday,12,259,32,688.0
Saturday,13,259,32,709.0
Saturday,13,259,32,971.0
Saturday,14,259,32,1248.0
Saturday,15,259,32,564.0
Saturday,16,259,32,867.0
Saturday,18,259,32,936.0
Saturday,20,259,32,505.0
Saturday,20,259,32,759.0
Saturday,20,259,32,512.0
Saturday,20,259,32,999.0
Saturday,21,259,32,765.0
Saturday,22,259,32,950.0
Saturday,23,259,32,990.0
Sunday,1,259,32,555.0
Sunday,1,259,32,682.0
Sunday,2,259,32,695.0
Sunday,4,259,32,552.0
Sunday,5,259,32,476.0
Sunday,6,259,32,694.0
Sunday,6,259,32,797.0
Sunday,7,259,32,572.0
Sunday,9,259,32,783.0
Sunday,9,259,32,694.0
Sunday,10,259,32,467.0
Sunday,10,259,32,645.0
Sunday,10,259,32,840.0
Sunday,11,259,32,623.0
Sunday,12,259,32,590.0
Sunday,13,259,32,882.0
Sunday,13,259,32,912.0
Sunday,14,259,32,1472.0
Sunday,15,259,32,879.0
Sunday,15,259,32,632.0
Sunday,17,259,32,811.0
Sunday,18,259,32,518.0
Sunday,18,259,32,737.0
Sunday,18,259,32,657.0
Sunday,19,259,32,757.0
Sunday,19,259,32,734.0
Sunday,19,259,32,894.0
Sunday,21,259,32,506.0
Sunday,21,259,32,624.0
Sunday,23,259,32,712.0
Monday,0,259,32,651.0
Monday,0,259,32,549.0
Monday,1,259,32,438.0
Monday,6,259,32,682.0
Monday,6,259,32,731.0
Monday,7,259,32,1079.0
Monday,7,259,32,933.0
Monday,8,259,32,1154.0
Monday,9,259,32,622.0
Monday,10,259,32,802.0
Monday,13,259,32,745.0
Monday,13,259,32,1010.0
Monday,13,259,32,630.0
Monday,13,259,32,765.0
Monday,13,259,32,593.0
Monday,14,259,32,997.0
Monday,15,259,32,988.0
Monday,17,259,32,962.0
Monday,18,259,32,1003.0
Monday,18,259,32,875.0
Monday,22,259,32,687.0
Monday,22,259,32,733.0
Monday,23,259,32,544.0
Monday,23,259,32,450.0
Tuesday,0,259,32,719.0
Tuesday,0,259,32,978.0
Tuesday,0,259,32,623.0
Tuesday,1,259,32,679.0
Tuesday,2,259,32,624.0
Tuesday,4,259,32,728.0
Tuesday,6,259,32,644.0
Tuesday,6,259,32,564.0
Tuesday,6,259,32,1187.0
Tuesday,7,259,32,1576.0
Tuesday,7,259,32,1133.0
Tuesday,8,259,32,918.0
Tuesday,9,259,32,631.0
Tuesday,9,259,32,766.0
Tuesday,12,259,32,1000.0
Tuesday,14,259,32,504.0
Tuesday,14,259,32,1063.0
Tuesday,16,259,32,571.0
Tuesday,16,259,32,766.0
Tuesday,17,259,32,798.0
Tuesday,17,259,32,1232.0
Tuesday,18,259,32,820.0
Tuesday,19,259,32,1148.0
Tuesday,20,259,32,1337.0
Tuesday,22,259,32,530.0
Tuesday,23,259,32,605.0
Tuesday,23,259,32,609.0
Tuesday,23,259,32,553.0
Wednesday,0,259,32,651.0
Wednesday,0,259,32,594.0
Wednesday,2,259,32,623.0
Wednesday,2,259,32,565.0
Wednesday,3,259,32,566.0
Wednesday,4,259,32,540.0
Wednesday,6,259,32,788.0
Wednesday,7,259,32,1286.0
Wednesday,8,259,32,823.0
Wednesday,8,259,32,1004.0
Wednesday,11,259,32,1324.0
Wednesday,12,259,32,1024.0
Wednesday,14,259,32,854.0
Wednesday,15,259,32,1014.0
Wednesday,15,259,32,837.0
Wednesday,15,259,32,968.0
Wednesday,16,259,32,956.0
Wednesday,16,259,32,675.0
Wednesday,17,259,32,1365.0
Wednesday,17,259,32,910.0
Wednesday,18,259,32,1244.0
Wednesday,18,259,32,830.0
Wednesday,18,259,32,569.0
Wednesday,19,259,32,615.0
Wednesday,21,259,32,629.0
Wednesday,23,259,32,628.0
Wednesday,23,259,32,661.0
Thursday,0,259,32,694.0
Thursday,2,259,32,754.0
Thursday,3,259,32,631.0
Thursday,6,259,32,592.0
Thursday,7,259,32,1371.0
Thursday,8,259,32,827.0
Thursday,8,259,32,923.0
Thursday,8,259,32,921.0
Thursday,9,259,32,806.0
Thursday,9,259,32,853.0
Thursday,9,259,32,677.0
Thursday,10,259,32,579.0
Thursday,11,259,32,791.0
Thursday,13,259,32,548.0
Thursday,13,259,32,1122.0
Thursday,15,259,32,1112.0
Thursday,16,259,32,821.0
Thursday,16,259,32,841.0
Thursday,17,259,32,537.0
Thursday,19,259,32,702.0
Thursday,20,259,32,692.0
Thursday,21,259,32,1131.0
Thursday,21,259,32,820.0
Thursday,22,259,32,877.0
Thursday,22,259,32,638.0
Thursday,22,259,32,662.0
Thursday,23,259,32,705.0
Thursday,23,259,32,643.0
Thursday,23,259,32,564.0
Thursday,23,259,32,580.0
Friday,1,259,32,697.0
Friday,1,259,32,615.0
Friday,2,259,32,511.0
Friday,3,259,32,628.0
Friday,7,259,32,894.0
Friday,8,259,32,724.0
Friday,8,259,32,1162.0
Friday,9,259,32,478.0
Friday,9,259,32,1258.0
Friday,9,259,32,599.0
Friday,10,259,32,612.0
Friday,11,259,32,615.0
Friday,12,259,32,572.0
Friday,12,259,32,848.0
Friday,12,259,32,1286.0
Friday,14,259,32,721.0
Friday,15,259,32,1743.0
Friday,16,259,32,998.0
Friday,16,259,32,1546.0
Friday,17,259,32,1404.0
Friday,17,259,32,678.0
Friday,18,259,32,1387.0
Friday,19,259,32,831.0
Friday,19,259,32,724.0
Friday,19,259,32,685.0
Friday,19,259,32,718.0
Friday,19,259,32,713.0
Friday,20,259,32,755.0
Friday,20,259,32,941.0
Friday,21,259,32,529.0
Friday,22,259,32,600.0
Friday,23,259,32,555.0
Friday,23,259,32,656.0
Friday,23,259,32,461.0
Friday,23,259,32,797.0
Friday,23,259,32,958.0
Friday,23,259,32,493.0
Saturday,0,259,32,599.0
Saturday,0,259,32,687.0
Saturday,2,259,32,847.0
Saturday,2,259,32,1172.0
Saturday,3,259,32,617.0
Saturday,7,259,32,650.0
Saturday,7,259,32,655.0
Saturday,8,259,32,534.0
Saturday,9,259,32,1346.0
Saturday,9,259,32,703.0
Saturday,9,259,32,654.0
Saturday,10,259,32,628.0
Saturday,14,259,32,594.0
Saturday,17,259,32,847.0
Saturday,18,259,32,676.0
Saturday,19,259,32,878.0
Saturday,19,259,32,623.0
Saturday,20,259,32,826.0
Saturday,20,259,32,720.0
Saturday,21,259,32,663.0
Saturday,22,259,32,732.0
Saturday,23,259,32,622.0
Saturday,23,259,32,637.0
Saturday,23,259,32,636.0
Saturday,23,259,32,1181.0
Sunday,0,259,32,652.0
Sunday,0,259,32,1083.0
Sunday,0,259,32,931.0
Sunday,1,259,32,657.0
Sunday,1,259,32,1104.0
Sunday,2,259,32,644.0
Sunday,2,259,32,762.0
Sunday,3,259,32,589.0
Sunday,3,259,32,733.0
Sunday,6,259,32,625.0
Sunday,7,259,32,881.0
Sunday,7,259,32,578.0
Sunday,7,259,32,654.0
Sunday,8,259,32,568.0
Sunday,8,259,32,609.0
Sunday,9,259,32,819.0
Sunday,10,259,32,654.0
Sunday,11,259,32,621.0
Sunday,11,259,32,638.0
Sunday,11,259,32,885.0
Sunday,12,259,32,774.0
Sunday,12,259,32,775.0
Sunday,13,259,32,735.0
Sunday,13,259,32,873.0
Sunday,13,259,32,575.0
Sunday,13,259,32,806.0
Sunday,14,259,32,724.0
Sunday,14,259,32,621.0
Sunday,15,259,32,766.0
Sunday,16,259,32,936.0
Sunday,16,259,32,849.0
Sunday,17,259,32,871.0
Sunday,18,259,32,713.0
Sunday,19,259,32,544.0
Sunday,20,259,32,970.0
Sunday,20,259,32,894.0
Sunday,21,259,32,1425.0
Sunday,21,259,32,761.0
Sunday,21,259,32,1032.0
Sunday,22,259,32,699.0
Monday,0,259,32,1059.0
Monday,1,259,32,477.0
Monday,3,259,32,548.0
Monday,5,259,32,754.0
Monday,6,259,32,888.0
Monday,8,259,32,753.0
Monday,9,259,32,798.0
Monday,10,259,32,814.0
Monday,10,259,32,697.0
Monday,11,259,32,683.0
Monday,12,259,32,485.0
Monday,13,259,32,932.0
Monday,13,259,32,664.0
Monday,13,259,32,1022.0
Monday,14,259,32,485.0
Monday,14,259,32,717.0
Monday,15,259,32,962.0
Monday,17,259,32,568.0
Monday,17,259,32,1011.0
Monday,18,259,32,935.0
Monday,20,259,32,778.0
Monday,22,259,32,584.0
Monday,22,259,32,649.0
Tuesday,0,259,32,531.0
Tuesday,0,259,32,669.0
Tuesday,1,259,32,619.0
Tuesday,3,259,32,726.0
Tuesday,7,259,32,1221.0
Tuesday,8,259,32,1161.0
Tuesday,8,259,32,948.0
Tuesday,10,259,32,823.0
Tuesday,12,259,32,556.0
Tuesday,13,259,32,622.0
Tuesday,14,259,32,575.0
Tuesday,14,259,32,698.0
Tuesday,16,259,32,842.0
Tuesday,16,259,32,984.0
Tuesday,16,259,32,744.0
Tuesday,17,259,32,587.0
Tuesday,17,259,32,835.0
Tuesday,17,259,32,958.0
Tuesday,18,259,32,816.0
Tuesday,19,259,32,647.0
Tuesday,21,259,32,794.0
Tuesday,22,259,32,498.0
Tuesday,22,259,32,942.0
Tuesday,22,259,32,583.0
Tuesday,22,259,32,713.0
Tuesday,23,259,32,749.0
Wednesday,0,259,32,581.0
Wednesday,0,259,32,873.0
Wednesday,6,259,32,739.0
Wednesday,7,259,32,942.0
Wednesday,7,259,32,1029.0
Wednesday,9,259,32,1069.0
Wednesday,9,259,32,1122.0
Wednesday,10,259,32,574.0
Wednesday,10,259,32,705.0
Wednesday,10,259,32,754.0
Wednesday,13,259,32,600.0
Wednesday,13,259,32,796.0
Wednesday,14,259,32,798.0
Wednesday,16,259,32,999.0
Wednesday,16,259,32,1129.0
Wednesday,17,259,32,898.0
Wednesday,17,259,32,1006.0
Wednesday,17,259,32,1078.0
Wednesday,17,259,32,1049.0
Wednesday,19,259,32,506.0
Wednesday,21,259,32,547.0
Wednesday,22,259,32,707.0
Wednesday,22,259,32,591.0
Thursday,6,259,32,622.0
Thursday,6,259,32,1010.0
Thursday,8,259,32,392.0
Thursday,8,259,32,757.0
Thursday,8,259,32,847.0
Thursday,9,259,32,739.0
Thursday,10,259,32,803.0
Thursday,11,259,32,466.0
Thursday,13,259,32,684.0
Thursday,13,259,32,953.0
Thursday,14,259,32,783.0
Thursday,14,259,32,749.0
Thursday,14,259,32,976.0
Thursday,16,259,32,884.0
Thursday,16,259,32,882.0
Thursday,17,259,32,677.0
Thursday,17,259,32,1233.0
Thursday,17,259,32,818.0
Thursday,18,259,32,982.0
Thursday,19,259,32,709.0
Thursday,20,259,32,851.0
Thursday,20,259,32,691.0
Thursday,21,259,32,540.0
Thursday,21,259,32,780.0
Thursday,21,259,32,611.0
Friday,0,259,32,589.0
Friday,1,259,32,756.0
Friday,2,259,32,669.0
Friday,3,259,32,538.0
Friday,5,259,32,715.0
Friday,6,259,32,507.0
Friday,6,259,32,1467.0
Friday,8,259,32,909.0
Friday,9,259,32,919.0
Friday,9,259,32,872.0
Friday,10,259,32,673.0
Friday,10,259,32,1137.0
Friday,11,259,32,656.0
Friday,12,259,32,1559.0
Friday,12,259,32,1278.0
Friday,13,259,32,1033.0
Friday,13,259,32,611.0
Friday,14,259,32,605.0
Friday,14,259,32,993.0
